,location,total_sqft,bath,price,bhk
5569,Rachenahalli,3657.0,5.0,220.0,4
5573,Rachenahalli,680.0,1.0,32.64,1
5574,Rachenahalli,412.5,1.0,19.8,1
5578,Rachenahalli,690.0,1.0,39.8,1
5580,Rachenahalli,1050.0,2.0,55.5,2
5581,Rachenahalli,985.0,2.0,49.97,2
5588,Rachenahalli,985.0,2.0,49.97,2
5589,Rachenahalli,1856.0,3.0,106.0,3
5591,Rachenahalli,985.0,2.0,50.17,2
5592,Rachenahalli,2600.0,3.0,160.0,3
5595,Rachenahalli,985.0,2.0,50.17,2
5596,Rachenahalli,1050.0,2.0,52.71,2
5602,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5603,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5605,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5607,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5608,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5609,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5611,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5613,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
5614,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
5616,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
5618,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
5622,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
5624,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
5625,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3
5626,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2
5627,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
5630,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3
5635,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
5638,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
5639,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
5640,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
5645,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
5647,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
5648,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5650,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
5652,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2
5654,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
5655,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3
5657,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3
5665,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
5668,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2
5669,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3
5670,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5671,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2
5673,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
5674,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
5676,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
5681,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2
5685,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3
5686,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
5687,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
5688,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
5690,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
5692,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5693,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
5694,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5696,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9
5701,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5703,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
5706,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5709,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3
5711,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2
5712,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3
5714,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3
5716,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
5721,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5723,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3
5725,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
5727,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5728,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3
5729,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2
5730,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
5731,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
5732,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8
5734,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3
5735,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
5736,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2
5737,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
5741,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3
5743,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3
5744,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2
5745,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3
5746,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2
5748,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2
5754,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3
5756,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8
5758,Raja Rajeshwari Nagar,510.0,1.0,22.0,1
5760,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2
5762,Rajaji Nagar,2390.0,3.0,415.0,3
5763,Rajaji Nagar,2390.0,3.0,410.0,3
5765,Rajaji Nagar,3516.0,4.0,540.0,4
5768,Rajaji Nagar,1800.0,4.0,324.0,6
5769,Rajaji Nagar,3526.0,4.0,558.0,4
5771,Rajaji Nagar,2849.0,5.0,300.0,5
5772,Rajaji Nagar,1800.0,3.0,260.0,3
5773,Rajaji Nagar,1640.0,3.0,241.0,3
5775,Rajaji Nagar,2409.0,3.0,360.0,3
5777,Rajaji Nagar,1718.0,3.0,288.0,2
5779,Rajaji Nagar,3436.0,6.0,500.0,4
5781,Rajaji Nagar,1160.0,1.0,163.0,2
5782,Rajaji Nagar,660.0,1.0,75.0,1
5784,Rajaji Nagar,2448.0,3.0,400.0,3
5790,Rajaji Nagar,3100.0,4.0,550.0,4
5791,Rajaji Nagar,3526.0,4.0,598.0,4
5793,Rajaji Nagar,2300.0,3.0,369.0,3
5798,Rajaji Nagar,2559.0,3.0,403.0,3
5799,Rajaji Nagar,1763.0,3.0,262.0,2
5803,Rajaji Nagar,2400.0,3.0,320.0,5
5805,Rajaji Nagar,2533.0,3.0,425.0,3
5808,Rajaji Nagar,1640.0,3.0,262.0,3
5809,Rajaji Nagar,1200.0,1.0,200.0,2
5810,Rajaji Nagar,2367.0,3.0,375.0,3
5811,Rajaji Nagar,2440.0,2.0,415.0,4
5812,Rajaji Nagar,1640.0,3.0,251.0,3
5814,Rajaji Nagar,1640.0,3.0,268.0,3
5815,Rajaji Nagar,2367.0,4.0,340.0,3
5817,Rajaji Nagar,3600.0,5.0,510.0,5
5818,Rajaji Nagar,1350.0,4.0,230.0,4
5821,Rajaji Nagar,2400.0,5.0,408.0,5
5823,Rajaji Nagar,2390.0,3.0,372.0,3
5824,Rajaji Nagar,2415.0,3.0,399.0,3
5825,Rajaji Nagar,1718.0,3.0,275.0,2
5826,Rajaji Nagar,1763.0,3.0,240.0,2
5828,Rajaji Nagar,2409.0,3.0,395.0,3
5829,Rajaji Nagar,1314.0,2.0,225.0,2
5831,Rajaji Nagar,1640.0,3.0,245.0,3
5832,Rajiv Nagar,1690.0,3.0,125.0,3
5833,Rajiv Nagar,1263.0,2.0,93.32,2
5834,Rajiv Nagar,2340.0,4.0,148.0,4
5836,Rajiv Nagar,1330.0,2.0,93.0,2
5838,Rajiv Nagar,1309.0,2.0,80.0,2
5840,Rajiv Nagar,2330.0,5.0,175.0,4
5841,Rajiv Nagar,2340.0,5.0,160.0,4
5845,Ramagondanahalli,1610.0,2.0,111.0,3
5846,Ramagondanahalli,540.0,1.0,30.0,1
5850,Ramagondanahalli,2257.0,4.0,157.0,3
5852,Ramagondanahalli,1610.0,2.0,115.0,3
5853,Ramagondanahalli,920.0,2.0,65.0,2
5855,Ramagondanahalli,2800.0,4.0,155.0,4
5857,Ramagondanahalli,1295.0,2.0,95.0,2
5860,Ramagondanahalli,2257.0,3.0,159.0,3
5861,Ramagondanahalli,1295.0,2.0,95.0,2
5863,Ramagondanahalli,1910.0,3.0,142.0,3
5867,Ramagondanahalli,1610.0,2.0,115.0,3
5871,Ramagondanahalli,845.0,2.0,45.82,2
5872,Ramagondanahalli,1910.0,3.0,150.0,3
5879,Ramagondanahalli,1610.0,2.0,112.0,3
5880,Ramagondanahalli,1610.0,2.0,115.0,3
5882,Ramagondanahalli,2787.0,5.0,220.0,4
5884,Ramagondanahalli,1125.0,2.0,75.0,2
5886,Ramagondanahalli,2257.0,3.0,155.0,3
5887,Ramagondanahalli,1500.0,3.0,100.0,3
5889,Ramagondanahalli,1910.0,3.0,131.0,3
5890,Ramamurthy Nagar,3700.0,4.0,225.0,4
5891,Ramamurthy Nagar,3500.0,5.0,150.0,5
5894,Ramamurthy Nagar,1600.0,3.0,75.0,3
5895,Ramamurthy Nagar,1200.0,3.0,72.0,2
5896,Ramamurthy Nagar,360.0,1.0,26.0,1
5897,Ramamurthy Nagar,950.0,2.0,50.79,2
5898,Ramamurthy Nagar,1200.0,2.0,66.0,3
5899,Ramamurthy Nagar,1525.0,3.0,100.0,3
5900,Ramamurthy Nagar,1200.0,2.0,80.0,2
5903,Ramamurthy Nagar,1100.0,2.0,68.0,2
5909,Ramamurthy Nagar,600.0,3.0,45.0,2
5910,Ramamurthy Nagar,1110.0,2.0,65.0,2
5912,Ramamurthy Nagar,1200.0,2.0,78.0,2
5914,Ramamurthy Nagar,600.0,1.0,43.0,1
5915,Ramamurthy Nagar,1006.0,2.0,57.0,2
5916,Ramamurthy Nagar,1200.0,2.0,76.0,2
5918,Ramamurthy Nagar,1600.0,3.0,75.0,3
5921,Ramamurthy Nagar,1000.0,2.0,62.0,2
5922,Ramamurthy Nagar,1334.0,2.0,67.0,2
5928,Ramamurthy Nagar,2200.0,4.0,130.0,4
5929,Ramamurthy Nagar,1050.0,2.0,51.66,2
5930,Ramamurthy Nagar,2916.0,5.0,230.0,4
5931,Ramamurthy Nagar,2316.0,3.0,125.0,3
5937,Ramamurthy Nagar,1200.0,2.0,68.0,2
5938,Ramamurthy Nagar,540.0,1.0,35.0,1
5940,Rayasandra,1314.0,2.0,63.0,3
5941,Rayasandra,1065.0,2.0,44.95,2
5945,Rayasandra,1253.0,2.0,57.0,2
5946,Rayasandra,583.0,1.0,26.9,1
5947,Rayasandra,1198.0,2.0,54.0,2
5948,Rayasandra,1555.0,3.0,75.17,3
5950,Rayasandra,1179.0,2.0,55.0,3
5952,Rayasandra,1708.0,3.0,76.0,4
5953,Rayasandra,470.0,1.0,21.0,1
5954,Rayasandra,3600.0,5.0,145.0,5
5956,Sahakara Nagar,2830.0,3.0,195.0,4
5963,Sahakara Nagar,1270.0,2.0,69.85,2
5964,Sahakara Nagar,960.0,2.0,56.0,2
5968,Sahakara Nagar,2500.0,4.0,200.0,4
5969,Sahakara Nagar,1914.0,3.0,179.0,3
5970,Sahakara Nagar,1500.0,3.0,125.0,3
5972,Sahakara Nagar,1914.0,3.0,149.0,3
5973,Sahakara Nagar,1000.0,2.0,60.0,2
5979,Sahakara Nagar,1180.0,2.0,72.0,2
5983,Sahakara Nagar,1270.0,2.0,96.0,2
5984,Sahakara Nagar,1201.0,2.0,80.0,2
5986,Sahakara Nagar,1291.0,2.0,72.3,2
5987,Sanjay nagar,1000.0,2.0,70.0,2
5988,Sanjay nagar,1100.0,2.0,98.0,2
5990,Sanjay nagar,1800.0,3.0,180.0,3
5992,Sanjay nagar,3300.0,3.0,250.0,5
5993,Sanjay nagar,1900.0,2.0,180.0,3
5995,Sanjay nagar,1450.0,3.0,75.0,3
5996,Sanjay nagar,1200.0,2.0,76.0,3
6000,Sanjay nagar,1500.0,3.0,150.0,3
6001,Sanjay nagar,1180.0,2.0,80.0,2
6002,Sarakki Nagar,2121.0,4.0,253.0,3
6004,Sarakki Nagar,2500.0,4.0,325.0,3
6005,Sarakki Nagar,2145.0,4.0,270.0,3
6007,Sarakki Nagar,2663.0,4.0,338.0,3
6009,Sarakki Nagar,3131.0,4.0,349.0,4
6010,Sarakki Nagar,3126.0,5.0,345.0,4
6011,Sarakki Nagar,3124.0,6.0,349.0,4
6012,Sarjapur,2250.0,3.0,148.0,3
6013,Sarjapur,1600.0,3.0,75.0,3
6016,Sarjapur,1128.0,2.0,60.0,2
6017,Sarjapur,1185.0,2.0,47.0,2
6019,Sarjapur,649.5,1.0,17.535,1
6025,Sarjapur,1285.0,2.0,68.0,3
6028,Sarjapur,3190.0,3.0,160.0,4
6031,Sarjapur,1200.0,3.0,78.0,3
6034,Sarjapur,2238.0,3.0,140.0,3
6036,Sarjapur,2885.0,3.0,185.0,4
6039,Sarjapur,625.0,1.0,19.0,1
6040,Sarjapur,2585.5,4.0,139.5,4
6042,Sarjapur,2100.0,3.0,125.0,4
6043,Sarjapur,913.0,2.0,36.0,2
6045,Sarjapur,1830.0,3.0,88.0,3
6049,Sarjapur,650.0,1.0,19.87,1
6053,Sarjapur,1032.0,2.0,42.0,2
6056,Sarjapur,1200.0,3.0,76.13,3
6057,Sarjapur,1200.0,2.0,62.0,2
6061,Sarjapur,850.0,2.0,32.0,2
6070,Sarjapur,950.0,2.0,35.0,2
6073,Sarjapur,633.0,1.0,17.09,1
6074,Sarjapur,1500.0,5.0,95.0,3
6075,Sarjapur,1451.0,2.0,87.0,2
6076,Sarjapur,2400.0,3.0,140.0,4
6078,Sarjapur,1095.0,2.0,45.0,2
6082,Sarjapur  Road,1787.0,3.0,125.0,3
6086,Sarjapur  Road,1000.0,2.0,67.0,2
6087,Sarjapur  Road,1346.0,2.0,74.03,2
6088,Sarjapur  Road,1195.0,2.0,70.0,2
6089,Sarjapur  Road,1550.0,3.0,100.0,3
6092,Sarjapur  Road,1691.0,3.0,113.0,3
6093,Sarjapur  Road,1278.0,2.0,95.0,2
6094,Sarjapur  Road,2238.0,3.0,140.0,3
6095,Sarjapur  Road,1800.0,3.0,110.0,3
6099,Sarjapur  Road,1984.0,4.0,146.0,3
6103,Sarjapur  Road,1700.0,3.0,110.0,3
6104,Sarjapur  Road,1157.0,2.0,75.0,3
6105,Sarjapur  Road,1282.0,2.0,72.0,2
6106,Sarjapur  Road,4111.0,4.0,310.0,4
6107,Sarjapur  Road,3430.0,6.0,228.5,4
6108,Sarjapur  Road,3900.0,4.0,300.0,4
6111,Sarjapur  Road,1050.0,2.0,62.0,2
6112,Sarjapur  Road,1700.0,3.0,135.0,3
6113,Sarjapur  Road,1691.0,3.0,119.0,3
6114,Sarjapur  Road,1846.0,3.0,140.0,3
6115,Sarjapur  Road,1200.0,3.0,95.0,3
6120,Sarjapur  Road,1233.0,2.0,77.65,2
6124,Sarjapur  Road,3750.0,6.0,290.0,4
6126,Sarjapur  Road,1680.0,3.0,112.0,3
6127,Sarjapur  Road,1255.0,2.0,92.0,2
6129,Sarjapur  Road,1311.0,2.0,78.0,2
6131,Sarjapur  Road,1157.0,2.0,75.0,3
6132,Sarjapur  Road,1145.0,2.0,75.0,2
6136,Sarjapur  Road,1476.0,2.0,98.94,3
6137,Sarjapur  Road,2180.0,3.0,170.0,3
6140,Sarjapur  Road,1750.0,3.0,110.0,3
6144,Sarjapur  Road,2600.0,3.0,200.0,3
6145,Sarjapur  Road,5965.0,5.0,385.0,5
6146,Sarjapur  Road,685.0,1.0,40.0,1
6148,Sarjapur  Road,2720.0,5.0,210.0,3
6149,Sarjapur  Road,1241.0,2.0,82.0,2
6152,Sarjapur  Road,3785.0,6.0,280.0,4
6153,Sarjapur  Road,835.0,1.0,46.95,1
6154,Sarjapur  Road,1280.0,2.0,76.0,2
6157,Sarjapur  Road,1263.0,2.0,78.0,2
6160,Sarjapur  Road,1308.0,2.0,83.0,2
6163,Sarjapur  Road,1150.0,2.0,77.0,2
6164,Sarjapur  Road,1965.0,3.0,120.0,3
6165,Sarjapur  Road,2275.0,4.0,180.0,3
6167,Sarjapur  Road,1418.0,2.0,78.0,2
6168,Sarjapur  Road,1200.0,2.0,93.0,2
6171,Sarjapur  Road,1115.0,2.0,60.0,2
6174,Sarjapur  Road,3905.0,7.0,290.0,5
6177,Sarjapur  Road,1230.0,2.0,94.5,2
6179,Sarjapur  Road,1145.0,2.0,62.0,2
6182,Sarjapur  Road,1846.0,3.0,145.0,3
6183,Sarjapur  Road,1067.0,2.0,60.0,2
6184,Sarjapur  Road,3200.0,5.0,140.0,5
6188,Sarjapur  Road,3785.0,5.0,280.0,4
6189,Sarjapur  Road,2556.0,3.0,169.0,3
6190,Sarjapur  Road,1278.0,2.0,90.0,2
6192,Sarjapur  Road,1305.0,2.0,99.0,2
6193,Sarjapur  Road,1755.0,3.0,122.0,3
6194,Sarjapur  Road,4334.0,2.0,338.0,4
6200,Sarjapur  Road,1455.0,2.0,98.0,3
6201,Sarjapur  Road,1850.0,3.0,140.0,3
6203,Sarjapur  Road,1826.0,3.0,130.0,3
6206,Sarjapur  Road,1660.0,2.0,116.0,3
6207,Sarjapur  Road,1700.0,3.0,108.0,3
6211,Sarjapur  Road,1200.0,2.0,75.0,2
6218,Sarjapur  Road,1877.0,4.0,150.0,3
6220,Sarjapur  Road,1229.0,2.0,70.0,2
6222,Sarjapur  Road,1711.0,3.0,110.0,3
6226,Sarjapur  Road,1050.0,2.0,63.5,2
6227,Sarjapur  Road,1350.0,2.0,102.0,2
6228,Sarjapur  Road,2990.0,4.0,240.0,4
6231,Sarjapur  Road,1685.0,3.0,135.0,3
6237,Sarjapur  Road,984.0,2.0,55.0,2
6241,Sarjapur  Road,1320.0,2.0,100.0,2
6242,Sarjapur  Road,1984.0,4.0,145.0,3
6245,Sarjapur  Road,7800.0,6.0,385.0,5
6247,Sarjapur  Road,2425.0,5.0,201.0,4
6248,Sarjapur  Road,1691.0,3.0,113.0,3
6250,Sarjapur  Road,2070.0,4.0,160.0,3
6252,Sarjapur  Road,1435.0,3.0,90.0,3
6255,Sarjapur  Road,1693.0,3.0,125.0,3
6256,Sarjapur  Road,1826.0,3.0,125.0,3
6257,Sarjapur  Road,1660.0,3.0,116.0,3
6259,Sarjapur  Road,1830.0,3.0,119.0,3
6263,Sarjapur  Road,2900.0,4.0,240.0,4
6264,Sarjapur  Road,1059.0,2.0,68.0,2
6266,Sarjapur  Road,1157.0,2.0,74.0,3
6267,Sarjapur  Road,1700.0,3.0,118.0,3
6268,Sarjapur  Road,1691.0,3.0,120.0,3
6270,Sarjapur  Road,1308.0,2.0,75.0,2
6271,Sarjapur  Road,1580.0,3.0,125.0,3
6274,Sarjapur  Road,1826.0,3.0,130.0,3
6275,Sarjapur  Road,1550.0,2.0,98.0,3
6279,Sarjapur  Road,984.0,2.0,59.0,2
6281,Sarjapur  Road,702.0,1.0,52.0,1
6282,Sarjapur  Road,1242.0,2.0,75.0,2
6283,Sarjapur  Road,2275.0,4.0,185.0,3
6284,Sarjapur  Road,2100.0,3.0,135.0,3
6287,Sarjapur  Road,2275.0,4.0,175.0,3
6288,Sarjapur  Road,1787.0,3.0,116.0,3
6290,Sarjapur  Road,1028.0,2.0,56.0,2
6294,Sarjapur  Road,1026.0,2.0,60.55,2
6295,Sarjapur  Road,1350.0,2.0,85.0,2
6296,Sarjapur  Road,1157.0,2.0,72.0,3
6297,Sarjapur  Road,1019.0,2.0,62.0,2
6298,Sarjapur  Road,3418.0,3.0,235.0,4
6303,Sarjapur  Road,1881.0,3.0,145.0,3
6304,Sarjapur  Road,2275.0,4.0,182.0,3
6307,Sarjapur  Road,1881.0,3.0,145.0,3
6309,Sarjapur  Road,2880.0,3.0,211.0,4
6314,Sarjapur  Road,1346.0,2.0,74.03,2
6315,Sarjapur  Road,1691.0,3.0,119.0,3
6316,Sarjapur  Road,1335.0,2.0,95.0,2
6318,Sarjapur  Road,1680.0,3.0,126.0,3
6320,Sarjapur  Road,3420.0,4.0,225.0,4
6321,Sarjapur  Road,1510.0,2.0,110.0,3
6322,Sarjapur  Road,1242.0,2.0,78.0,2
6324,Sarjapur  Road,1129.0,2.0,69.0,2
6325,Sarjapur  Road,1850.0,3.0,140.0,3
6327,Sarjapur  Road,1879.0,3.0,155.0,3
6328,Sarjapur  Road,1157.0,2.0,75.0,3
6329,Sarjapur  Road,2425.0,5.0,175.0,4
6330,Sarjapur  Road,1323.0,2.0,74.0,2
6331,Sarjapur  Road,2289.0,3.0,178.0,3
6334,Sarjapur  Road,2100.0,3.0,130.0,3
6337,Sarjapur  Road,1800.0,3.0,128.0,3
6338,Sarjapur  Road,2275.0,4.0,187.0,3
6340,Sarjapur  Road,1026.0,2.0,60.8,2
6342,Sarjapur  Road,1216.0,2.0,70.0,2
6343,Sarjapur  Road,1112.0,2.0,62.0,2
6347,Sarjapur  Road,1026.0,2.0,60.8,2
6349,Sarjapur  Road,1600.0,3.0,120.0,3
6351,Sarjapur  Road,1346.0,2.0,74.03,2
6352,Sarjapur  Road,475.0,1.0,26.0,1
6355,Sarjapur  Road,1660.0,2.0,116.0,3
6359,Sarjapur  Road,2089.0,3.0,148.0,3
6360,Sarjapur  Road,1612.0,3.0,98.38,3
6361,Sarjapur  Road,1290.0,2.0,88.0,2
6362,Sarjapur  Road,1371.0,2.0,86.0,2
6363,Sarjapur  Road,2140.0,3.0,139.0,3
6366,Sarjapur  Road,2180.0,4.0,180.0,3
6367,Sarjapur  Road,1691.0,3.0,119.0,3
6368,Sarjapur  Road,2206.0,4.0,180.0,3
6371,Sarjapur  Road,1367.0,2.0,80.0,2
6374,Sarjapur  Road,1984.0,4.0,148.0,3
6376,Sarjapur  Road,1346.0,2.0,74.03,2
6379,Sarjapur  Road,1340.0,2.0,75.0,2
6380,Sarjapur  Road,3500.0,3.0,275.0,3
6382,Sarjapur  Road,1132.0,2.0,70.0,2
6384,Sarjapur  Road,2425.0,5.0,195.0,4
6391,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
6394,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
6395,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
6396,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
6397,Sarjapura - Attibele Road,740.0,1.0,23.65,1
6399,Sector 2 HSR Layout,1296.0,2.0,75.0,2
6400,Sector 2 HSR Layout,794.0,1.0,60.0,1
6401,Sector 2 HSR Layout,1143.0,2.0,65.0,2
6402,Sector 2 HSR Layout,1665.0,3.0,110.0,3
6403,Sector 2 HSR Layout,1512.0,3.0,80.0,3
6404,Sector 2 HSR Layout,1332.0,2.0,101.0,2
6405,Sector 2 HSR Layout,1600.0,3.0,90.0,3
6406,Sector 2 HSR Layout,1231.0,2.0,66.0,2
6407,Sector 7 HSR Layout,3000.0,5.0,275.0,4
6408,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6411,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6412,Sector 7 HSR Layout,1342.0,2.0,115.0,2
6413,Sector 7 HSR Layout,1760.0,3.0,160.0,3
6416,Sector 7 HSR Layout,1760.0,3.0,185.0,3
6417,Sector 7 HSR Layout,1162.0,2.0,98.77,2
6420,Seegehalli,800.0,1.0,50.0,2
6424,Seegehalli,1155.0,2.0,72.0,2
6426,Seegehalli,4000.0,3.0,235.0,3
6427,Seegehalli,3000.0,5.0,150.0,4
6428,Seegehalli,2800.0,4.0,140.0,4
6433,Seegehalli,1639.0,3.0,120.0,3
6434,Seegehalli,3000.0,4.0,235.0,3
6438,Seegehalli,3000.0,4.0,240.0,3
6439,Shampura,2650.0,4.0,150.0,4
6440,Shampura,1200.0,2.0,53.0,2
6441,Shampura,700.0,1.0,35.0,2
6442,Shampura,1400.0,3.0,70.0,3
6443,Shampura,1475.0,3.0,78.0,3
6444,Shampura,1700.0,3.0,75.0,3
6445,Shivaji Nagar,850.0,2.0,55.0,2
6446,Shivaji Nagar,1554.0,3.0,130.0,2
6447,Shivaji Nagar,3820.0,1.0,306.0,1
6448,Shivaji Nagar,703.0,2.0,49.5,2
6449,Shivaji Nagar,1460.0,2.0,90.0,3
6450,Shivaji Nagar,600.0,1.0,65.0,2
6452,Singasandra,1030.0,2.0,55.0,2
6453,Singasandra,3850.0,6.0,195.0,4
6454,Singasandra,1100.0,2.0,52.0,2
6456,Singasandra,1300.0,2.0,65.0,2
6457,Singasandra,3126.0,4.0,120.0,4
6461,Singasandra,1120.0,2.0,60.0,2
6462,Singasandra,1510.0,3.0,75.0,3
6463,Singasandra,1179.0,2.0,56.0,2
6464,Singasandra,1416.0,2.0,67.0,2
6465,Singasandra,1476.0,2.0,73.0,3
6469,Singasandra,1653.0,3.0,85.0,3
6473,Somasundara Palya,1178.0,2.0,73.0,2
6477,Somasundara Palya,2372.0,3.0,140.0,3
6478,Somasundara Palya,1185.0,2.0,70.0,2
6482,Somasundara Palya,2400.0,3.0,140.0,4
6483,Somasundara Palya,1650.0,3.0,95.0,3
6484,Somasundara Palya,1186.0,2.0,72.0,2
6486,Sompura,825.0,2.0,33.0,2
6487,Sompura,1025.0,2.0,37.0,3
6488,Sompura,1020.0,2.0,41.0,2
6489,Sompura,1126.0,2.0,39.0,2
6490,Sompura,825.0,2.0,32.0,2
6491,Sompura,1360.0,2.0,45.0,3
6492,Sompura,1350.0,2.0,47.0,3
6493,Sompura,2150.0,3.0,85.0,4
6494,Sonnenahalli,1415.0,2.0,55.0,3
6495,Sonnenahalli,896.0,2.0,43.75,2
6498,Sonnenahalli,1011.0,2.0,50.53,2
6499,Sonnenahalli,614.5,1.0,30.715,1
6500,Sonnenahalli,1484.0,3.0,74.18,3
6501,Sonnenahalli,1610.0,3.0,80.48,3
6502,Sonnenahalli,1415.0,2.0,65.0,3
6503,Sonnenahalli,1268.0,2.0,58.0,2
6505,Sonnenahalli,605.0,1.0,30.24,1
6506,Sonnenahalli,1484.0,3.0,75.0,3
6507,Subramanyapura,929.0,2.0,50.17,2
6509,Subramanyapura,975.0,2.0,58.0,2
6511,Subramanyapura,985.0,2.0,58.0,2
6512,Subramanyapura,1245.0,2.0,68.0,3
6513,Subramanyapura,1313.0,2.0,73.0,2
6515,Subramanyapura,1255.0,2.0,79.0,3
6518,Subramanyapura,950.0,2.0,55.0,2
6519,Subramanyapura,929.0,2.0,56.0,2
6521,Subramanyapura,1260.0,2.0,76.0,3
6523,Subramanyapura,960.0,2.0,55.0,2
6524,Subramanyapura,1260.0,2.0,73.0,3
6526,Subramanyapura,1278.0,3.0,70.0,3
6528,Subramanyapura,1260.0,2.0,75.0,3
6531,Subramanyapura,929.0,1.0,51.0,2
6532,Subramanyapura,1880.0,3.0,110.0,3
6534,Sultan Palaya,1700.0,3.0,120.0,3
6535,Sultan Palaya,1100.0,2.0,45.0,2
6536,Sultan Palaya,900.0,2.0,45.0,2
6537,Sultan Palaya,870.0,2.0,65.0,2
6538,Sultan Palaya,1765.0,3.0,80.0,3
6539,Sultan Palaya,1713.0,3.0,125.0,3
6540,Sultan Palaya,1009.0,2.0,65.0,2
6541,Sultan Palaya,5000.0,5.0,325.0,4
6542,Sultan Palaya,1070.0,2.0,49.0,2
6543,TC Palaya,1475.0,3.0,98.0,3
6545,TC Palaya,1200.0,2.0,66.0,3
